latitude,longitude,area_km2
20.961937,105.87278,7.284245
10.289058,-61.45164,13.456872
-7.261085,112.477066,1.4016422
38.19542,13.307945,0.010086287
-28.263138,153.5713,9.515186
34.806866,-5.5727997,13.047408
-0.59713787,100.161995,0.24303703
53.2369,6.0971646,7.401471
44.872623,17.245056,4.000349
52.597027,39.5904,0.058697604
53.426243,-2.242836,0.43265057
53.02021,-2.5240545,1.4537225
3.6148658,98.486145,1.026501
-4.1663632,119.99841,4.4228535
39.20493,-2.1605265,0.0228692
49.81183,2.6460292,9.124841
48.271385,12.765784,11.486394
40.074554,15.6335945,0.010011579
44.45508,10.517045,0.5106939
37.87705,113.57393,0.031376127
40.051647,-95.43006,1.2939787
35.940723,126.985916,3.4786098
-20.551033,-54.62769,0.0939869
-22.974545,-44.29973,0.4843098
40.949265,-73.6754,52.685253
-23.542212,-46.627796,0.07238487
22.286806,114.214645,0.9323579
21.916077,-102.33395,3.0023894
45.082077,39.001633,0.012087157
30.401388,74.03393,9.403314
-33.504017,-64.68024,0.80613613
-34.553967,-58.451633,6.452445
40.506485,-122.40264,2.9154353
-12.29649,-38.95287,0.03037579
19.817865,105.78253,0.02474642
25.038025,121.50832,0.022358293
0.32432368,-79.46689,9.216762
14.585833,121.04047,10.081847
6.553198,-10.279079,0.0046612043
36.781773,119.945175,3164.5154
51.961514,9.517112,25.28959
45.330254,-79.18107,0.017424824
26.543941,91.18701,0.022082197
51.582996,5.1879497,0.0160921
-7.7132154,112.981674,2.1770663
9.364125,76.85954,1.232313
36.29747,-95.31081,30.257029
-3.510763,120.3613,0.024573177
38.495663,-4.7825522,0.17345089
-22.97799,-45.53911,15.819234
-41.027504,173.0106,1.1028527
17.879917,-94.61331,0.061210603
-3.994423,122.45078,6.2283645
36.715183,-93.10602,1.5178587
50.630238,5.591001,67.53288
53.79165,-1.7505599,0.029577604
2.7762067,45.506897,5.5593452
19.447927,-99.24664,0.015307208
26.87957,84.41875,5.458758
15.9174595,74.26549,0.2334074
44.04904,19.864468,329.28427
15.497844,32.55277,361.73044
-12.912604,-38.36218,3.9806144
24.884233,91.27609,1.7828263
51.706295,-8.527976,2.112533
4.5654144,-74.111786,13.125203
37.056812,-113.56015,0.02018848
5.6685667,95.136894,0.8815663
26.417448,84.63556,2.7459178
-22.73823,-47.410152,0.047320787
41.379875,-72.925705,0.17451903
26.393354,74.37992,1.229469
46.966915,9.021074,32.38501
27.314522,82.41767,0.039042786
10.66291,103.38595,206.09048
8.808739,9.66072,3.4776018
55.172825,-1.6257983,0.16250688
-26.616192,152.01382,34.573624
12.2533455,109.14102,0.05982625
42.26999,-71.809715,95.703545
-7.3455887,108.185486,28.28488
42.53648,11.341132,0.28799167
48.139626,-80.03365,0.019034382
-0.5650687,117.18214,0.01761862
36.23553,36.223835,15.108866
26.479567,87.27943,0.043918364
3.2122884,35.949703,845.2555
6.6367226,3.5347729,273.40903
28.827147,112.69487,0.021634713
26.087368,-106.95872,3.035586
38.195343,-95.743706,6.7911687
41.7581,-93.821815,5.6747017
13.569782,-89.50808,0.09118221
35.093,126.85035,65.004944
53.02409,-1.0541728,1.7112685
-15.673515,-38.94333,3.6994839
19.061872,-99.38206,0.64498585
11.79751,99.79272,0.008596886
-33.886086,25.555443,0.04773457
40.30827,-81.34052,0.5233047
42.537403,-71.034836,26.941181
